org:resource,Activity,time:timestamp,org:role,case:Project,case:Task,CaseID,case:OrganizationalEntity,case:Cost Type,case:RequestedAmount,case:Activity,case:RfpNumber
SYSTEM,Request Payment,17.380299400423496,UNDEFINED,project 147556,UNKNOWN,request for payment 152865,organizational unit 65456,0,2.430866709364929,UNKNOWN,request for payment number 152866
SYSTEM,Payment Handled,17.39102109796204,UNDEFINED,project 147556,UNKNOWN,request for payment 152865,organizational unit 65456,0,2.430866709364929,UNKNOWN,request for payment number 152866
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.35572070288626,EMPLOYEE,project 147531,UNKNOWN,request for payment 152985,organizational unit 65461,0,5.72811929537175,UNKNOWN,request for payment number 152986
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.35572107998019,ADMINISTRATION,project 147531,UNKNOWN,request for payment 152985,organizational unit 65461,0,5.72811929537175,UNKNOWN,request for payment number 152986
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.35821600880839,SUPERVISOR,project 147531,UNKNOWN,request for payment 152985,organizational unit 65461,0,5.72811929537175,UNKNOWN,request for payment number 152986
SYSTEM,Request Payment,17.364043650213244,UNDEFINED,project 147531,UNKNOWN,request for payment 152985,organizational unit 65461,0,5.72811929537175,UNKNOWN,request for payment number 152986
SYSTEM,Payment Handled,17.373941177770917,UNDEFINED,project 147531,UNKNOWN,request for payment 152985,organizational unit 65461,0,5.72811929537175,UNKNOWN,request for payment number 152986
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.355735815539266,EMPLOYEE,project 147742,task 23621,request for payment 159219,organizational unit 65461,0,7.168189425044864,activity 505,request for payment number 159220
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.355824804418557,ADMINISTRATION,project 147742,task 23621,request for payment 159219,organizational unit 65461,0,7.168189425044864,activity 505,request for payment number 159220
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.355988983779877,SUPERVISOR,project 147742,task 23621,request for payment 159219,organizational unit 65461,0,7.168189425044864,activity 505,request for payment number 159220
SYSTEM,Request Payment,17.363448834678657,UNDEFINED,project 147742,task 23621,request for payment 159219,organizational unit 65461,0,7.168189425044864,activity 505,request for payment number 159220
SYSTEM,Payment Handled,17.373941177770917,UNDEFINED,project 147742,task 23621,request for payment 159219,organizational unit 65461,0,7.168189425044864,activity 505,request for payment number 159220
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.3557692888174,EMPLOYEE,project 148681,UNKNOWN,request for payment 159224,organizational unit 65463,0,3.413442776701378,UNKNOWN,request for payment number 159225
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.355770304020634,ADMINISTRATION,project 148681,UNKNOWN,request for payment 159224,organizational unit 65463,0,3.413442776701378,UNKNOWN,request for payment number 159225
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,17.355885769412055,BUDGET OWNER,project 148681,UNKNOWN,request for payment 159224,organizational unit 65463,0,3.413442776701378,UNKNOWN,request for payment number 159225
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.357903838901038,SUPERVISOR,project 148681,UNKNOWN,request for payment 159224,organizational unit 65463,0,3.413442776701378,UNKNOWN,request for payment number 159225
SYSTEM,Request Payment,17.358117683051724,UNDEFINED,project 148681,UNKNOWN,request for payment 159224,organizational unit 65463,0,3.413442776701378,UNKNOWN,request for payment number 159225
SYSTEM,Payment Handled,17.364048080291706,UNDEFINED,project 148681,UNKNOWN,request for payment 159224,organizational unit 65463,0,3.413442776701378,UNKNOWN,request for payment number 159225
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.355816596193108,EMPLOYEE,project 147546,task 9430,request for payment 159758,organizational unit 65475,0,4.886518512946153,activity 505,request for payment number 159759
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.355818597498104,ADMINISTRATION,project 147546,task 9430,request for payment 159758,organizational unit 65475,0,4.886518512946153,activity 505,request for payment number 159759
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,17.358219915017532,BUDGET OWNER,project 147546,task 9430,request for payment 159758,organizational unit 65475,0,4.886518512946153,activity 505,request for payment number 159759
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.375143369643997,SUPERVISOR,project 147546,task 9430,request for payment 159758,organizational unit 65475,0,4.886518512946153,activity 505,request for payment number 159759
SYSTEM,Request Payment,17.38058451210976,UNDEFINED,project 147546,task 9430,request for payment 159758,organizational unit 65475,0,4.886518512946153,activity 505,request for payment number 159759
SYSTEM,Payment Handled,17.39102109796204,UNDEFINED,project 147546,task 9430,request for payment 159758,organizational unit 65475,0,4.886518512946153,activity 505,request for payment number 159759
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.355828168901397,EMPLOYEE,project 151000,UNKNOWN,request for payment 159764,organizational unit 65475,0,2.458988723149878,UNKNOWN,request for payment number 159765
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.355828632967103,ADMINISTRATION,project 151000,UNKNOWN,request for payment 159764,organizational unit 65475,0,2.458988723149878,UNKNOWN,request for payment number 159765
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,17.358222866365427,BUDGET OWNER,project 151000,UNKNOWN,request for payment 159764,organizational unit 65475,0,2.458988723149878,UNKNOWN,request for payment number 159765
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.363026427759088,SUPERVISOR,project 151000,UNKNOWN,request for payment 159764,organizational unit 65475,0,2.458988723149878,UNKNOWN,request for payment number 159765
SYSTEM,Request Payment,17.37319466021314,UNDEFINED,project 151000,UNKNOWN,request for payment 159764,organizational unit 65475,0,2.458988723149878,UNKNOWN,request for payment number 159765
SYSTEM,Payment Handled,17.38129547973985,UNDEFINED,project 151000,UNKNOWN,request for payment 159764,organizational unit 65475,0,2.458988723149878,UNKNOWN,request for payment number 159765
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.355887364545147,EMPLOYEE,project 503,UNKNOWN,request for payment 153456,organizational unit 65469,0,4.0479266820726245,UNKNOWN,request for payment number 153457
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.35588814760955,ADMINISTRATION,project 503,UNKNOWN,request for payment 153456,organizational unit 65469,0,4.0479266820726245,UNKNOWN,request for payment number 153457
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,17.35893978579815,BUDGET OWNER,project 503,UNKNOWN,request for payment 153456,organizational unit 65469,0,4.0479266820726245,UNKNOWN,request for payment number 153457
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.363279829986208,SUPERVISOR,project 503,UNKNOWN,request for payment 153456,organizational unit 65469,0,4.0479266820726245,UNKNOWN,request for payment number 153457
SYSTEM,Request Payment,17.373139416457608,UNDEFINED,project 503,UNKNOWN,request for payment 153456,organizational unit 65469,0,4.0479266820726245,UNKNOWN,request for payment number 153457
SYSTEM,Payment Handled,17.38129547973985,UNDEFINED,project 503,UNKNOWN,request for payment 153456,organizational unit 65469,0,4.0479266820726245,UNKNOWN,request for payment number 153457
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.35602076667164,EMPLOYEE,project 149069,task 157015,request for payment 157013,organizational unit 65454,0,6.174586017887623,activity 505,request for payment number 157014
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.3560235795249,ADMINISTRATION,project 149069,task 157015,request for payment 157013,organizational unit 65454,0,6.174586017887623,activity 505,request for payment number 157014
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,17.358344760998186,BUDGET OWNER,project 149069,task 157015,request for payment 157013,organizational unit 65454,0,6.174586017887623,activity 505,request for payment number 157014
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.375143369643997,SUPERVISOR,project 149069,task 157015,request for payment 157013,organizational unit 65454,0,6.174586017887623,activity 505,request for payment number 157014
SYSTEM,Request Payment,17.37559009406726,UNDEFINED,project 149069,task 157015,request for payment 157013,organizational unit 65454,0,6.174586017887623,activity 505,request for payment number 157014
SYSTEM,Payment Handled,17.38129547973985,UNDEFINED,project 149069,task 157015,request for payment 157013,organizational unit 65454,0,6.174586017887623,activity 505,request for payment number 157014
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.356038948583407,EMPLOYEE,project 148681,UNKNOWN,request for payment 153109,organizational unit 65473,0,4.253707610259261,UNKNOWN,request for payment number 153110
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.356039151569394,ADMINISTRATION,project 148681,UNKNOWN,request for payment 153109,organizational unit 65473,0,4.253707610259261,UNKNOWN,request for payment number 153110
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,17.356469447218885,BUDGET OWNER,project 148681,UNKNOWN,request for payment 153109,organizational unit 65473,0,4.253707610259261,UNKNOWN,request for payment number 153110
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.358280763105352,SUPERVISOR,project 148681,UNKNOWN,request for payment 153109,organizational unit 65473,0,4.253707610259261,UNKNOWN,request for payment number 153110
SYSTEM,Request Payment,17.37571296090707,UNDEFINED,project 148681,UNKNOWN,request for payment 153109,organizational unit 65473,0,4.253707610259261,UNKNOWN,request for payment number 153110
SYSTEM,Payment Handled,17.38129547973985,UNDEFINED,project 148681,UNKNOWN,request for payment 153109,organizational unit 65473,0,4.253707610259261,UNKNOWN,request for payment number 153110
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.35610584473357,EMPLOYEE,project 503,task 726,request for payment 153115,organizational unit 65461,0,5.726559312158508,UNKNOWN,request for payment number 153116
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.356106047705975,ADMINISTRATION,project 503,task 726,request for payment 153115,organizational unit 65461,0,5.726559312158508,UNKNOWN,request for payment number 153116
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,17.36137960665557,BUDGET OWNER,project 503,task 726,request for payment 153115,organizational unit 65461,0,5.726559312158508,UNKNOWN,request for payment number 153116
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.365025611922672,SUPERVISOR,project 503,task 726,request for payment 153115,organizational unit 65461,0,5.726559312158508,UNKNOWN,request for payment number 153116
SYSTEM,Request Payment,17.37558952533584,UNDEFINED,project 503,task 726,request for payment 153115,organizational unit 65461,0,5.726559312158508,UNKNOWN,request for payment number 153116
SYSTEM,Payment Handled,17.38129547973985,UNDEFINED,project 503,task 726,request for payment 153115,organizational unit 65461,0,5.726559312158508,UNKNOWN,request for payment number 153116
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.356115181421615,EMPLOYEE,project 148216,UNKNOWN,request for payment 159662,organizational unit 65469,0,3.7144719150529486,UNKNOWN,request for payment number 159663
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.35611541338791,ADMINISTRATION,project 148216,UNKNOWN,request for payment 159662,organizational unit 65469,0,3.7144719150529486,UNKNOWN,request for payment number 159663
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.358946031203548,SUPERVISOR,project 148216,UNKNOWN,request for payment 159662,organizational unit 65469,0,3.7144719150529486,UNKNOWN,request for payment number 159663
SYSTEM,Request Payment,17.3662197048795,UNDEFINED,project 148216,UNKNOWN,request for payment 159662,organizational unit 65469,0,3.7144719150529486,UNKNOWN,request for payment number 159663
SYSTEM,Payment Handled,17.373941177770917,UNDEFINED,project 148216,UNKNOWN,request for payment 159662,organizational unit 65469,0,3.7144719150529486,UNKNOWN,request for payment number 159663
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.35631523236279,EMPLOYEE,project 147531,task 49912,request for payment 159667,organizational unit 65461,0,5.452322049764033,activity 505,request for payment number 159668
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.35863116792804,ADMINISTRATION,project 147531,task 49912,request for payment 159667,organizational unit 65461,0,5.452322049764033,activity 505,request for payment number 159668
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.360648761497703,SUPERVISOR,project 147531,task 49912,request for payment 159667,organizational unit 65461,0,5.452322049764033,activity 505,request for payment number 159668
SYSTEM,Request Payment,17.363444833705355,UNDEFINED,project 147531,task 49912,request for payment 159667,organizational unit 65461,0,5.452322049764033,activity 505,request for payment number 159668
SYSTEM,Payment Handled,17.373941177770917,UNDEFINED,project 147531,task 49912,request for payment 159667,organizational unit 65461,0,5.452322049764033,activity 505,request for payment number 159668
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.356428518827304,EMPLOYEE,project 148052,UNKNOWN,request for payment 153462,organizational unit 65455,0,3.572156246897905,UNKNOWN,request for payment number 153463
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.356428663760823,ADMINISTRATION,project 148052,UNKNOWN,request for payment 153462,organizational unit 65455,0,3.572156246897905,UNKNOWN,request for payment number 153463
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.363721093524475,SUPERVISOR,project 148052,UNKNOWN,request for payment 153462,organizational unit 65455,0,3.572156246897905,UNKNOWN,request for payment number 153463
SYSTEM,Request Payment,17.365683480061552,UNDEFINED,project 148052,UNKNOWN,request for payment 153462,organizational unit 65455,0,3.572156246897905,UNKNOWN,request for payment number 153463
SYSTEM,Payment Handled,17.373941177770917,UNDEFINED,project 148052,UNKNOWN,request for payment 153462,organizational unit 65455,0,3.572156246897905,UNKNOWN,request for payment number 153463
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.356445649823932,EMPLOYEE,project 151278,task 12345,request for payment 159672,organizational unit 65461,0,6.142842135467747,activity 505,request for payment number 159673
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.35644649042366,ADMINISTRATION,project 151278,task 12345,request for payment 159672,organizational unit 65461,0,6.142842135467747,activity 505,request for payment number 159673
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,17.35822607811648,BUDGET OWNER,project 151278,task 12345,request for payment 159672,organizational unit 65461,0,6.142842135467747,activity 505,request for payment number 159673
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.375143341194725,SUPERVISOR,project 151278,task 12345,request for payment 159672,organizational unit 65461,0,6.142842135467747,activity 505,request for payment number 159673
SYSTEM,Request Payment,17.378562553515444,UNDEFINED,project 151278,task 12345,request for payment 159672,organizational unit 65461,0,6.142842135467747,activity 505,request for payment number 159673
SYSTEM,Payment Handled,17.39102109796204,UNDEFINED,project 151278,task 12345,request for payment 159672,organizational unit 65461,0,6.142842135467747,activity 505,request for payment number 159673
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.356565181808243,EMPLOYEE,project 149069,UNKNOWN,request for payment 153121,organizational unit 65463,0,7.113431496481029,UNKNOWN,request for payment number 153122
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.356565268756476,ADMINISTRATION,project 149069,UNKNOWN,request for payment 153121,organizational unit 65463,0,7.113431496481029,UNKNOWN,request for payment number 153122
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.358911362928122,SUPERVISOR,project 149069,UNKNOWN,request for payment 153121,organizational unit 65463,0,7.113431496481029,UNKNOWN,request for payment number 153122
SYSTEM,Request Payment,17.359225762232253,UNDEFINED,project 149069,UNKNOWN,request for payment 153121,organizational unit 65463,0,7.113431496481029,UNKNOWN,request for payment number 153122
SYSTEM,Payment Handled,17.364048080291706,UNDEFINED,project 149069,UNKNOWN,request for payment 153121,organizational unit 65463,0,7.113431496481029,UNKNOWN,request for payment number 153122
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.356617088557474,EMPLOYEE,project 147556,task 153128,request for payment 153126,organizational unit 65462,0,5.320438451678604,activity 505,request for payment number 153127
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.35661737836984,ADMINISTRATION,project 147556,task 153128,request for payment 153126,organizational unit 65462,0,5.320438451678604,activity 505,request for payment number 153127
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.361197385379448,SUPERVISOR,project 147556,task 153128,request for payment 153126,organizational unit 65462,0,5.320438451678604,activity 505,request for payment number 153127
SYSTEM,Request Payment,17.36305122088015,UNDEFINED,project 147556,task 153128,request for payment 153126,organizational unit 65462,0,5.320438451678604,activity 505,request for payment number 153127
SYSTEM,Payment Handled,17.373941177770917,UNDEFINED,project 147556,task 153128,request for payment 153126,organizational unit 65462,0,5.320438451678604,activity 505,request for payment number 153127
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.356629492451567,EMPLOYEE,project 503,UNKNOWN,request for payment 152990,organizational unit 65462,0,3.674186566121788,UNKNOWN,request for payment number 152991
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.356630506781897,ADMINISTRATION,project 503,UNKNOWN,request for payment 152990,organizational unit 65462,0,3.674186566121788,UNKNOWN,request for payment number 152991
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.365895954347515,SUPERVISOR,project 503,UNKNOWN,request for payment 152990,organizational unit 65462,0,3.674186566121788,UNKNOWN,request for payment number 152991
SYSTEM,Request Payment,17.375646567486505,UNDEFINED,project 503,UNKNOWN,request for payment 152990,organizational unit 65462,0,3.674186566121788,UNKNOWN,request for payment number 152991
SYSTEM,Payment Handled,17.38129547973985,UNDEFINED,project 503,UNKNOWN,request for payment 152990,organizational unit 65462,0,3.674186566121788,UNKNOWN,request for payment number 152991
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.356711447025308,EMPLOYEE,UNKNOWN,UNKNOWN,request for payment 153132,organizational unit 65463,0,2.7842035914847023,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,17.356711562939324,ADMINISTRATION,UNKNOWN,UNKNOWN,request for payment 153132,organizational unit 65463,0,2.7842035914847023,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,17.358844943367068,EMPLOYEE,UNKNOWN,UNKNOWN,request for payment 153132,organizational unit 65463,0,2.7842035914847023,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.356862674413765,EMPLOYEE,project 147556,task 155235,request for payment 155233,organizational unit 65469,0,4.12395991846868,activity 505,request for payment number 155234
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.356863659533502,ADMINISTRATION,project 147556,task 155235,request for payment 155233,organizational unit 65469,0,4.12395991846868,activity 505,request for payment number 155234
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,17.358948286479247,BUDGET OWNER,project 147556,task 155235,request for payment 155233,organizational unit 65469,0,4.12395991846868,activity 505,request for payment number 155234
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.363279772408628,SUPERVISOR,project 147556,task 155235,request for payment 155233,organizational unit 65469,0,4.12395991846868,activity 505,request for payment number 155234
SYSTEM,Request Payment,17.363279829986208,UNDEFINED,project 147556,task 155235,request for payment 155233,organizational unit 65469,0,4.12395991846868,activity 505,request for payment number 155234
SYSTEM,Payment Handled,17.373941177770917,UNDEFINED,project 147556,task 155235,request for payment 155233,organizational unit 65469,0,4.12395991846868,activity 505,request for payment number 155234
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.358186841964493,EMPLOYEE,project 147556,task 153138,request for payment 153136,organizational unit 65465,0,2.4268140903909883,activity 505,request for payment number 153137
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.358197287727595,ADMINISTRATION,project 147556,task 153138,request for payment 153136,organizational unit 65465,0,2.4268140903909883,activity 505,request for payment number 153137
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,17.36128317803498,BUDGET OWNER,project 147556,task 153138,request for payment 153136,organizational unit 65465,0,2.4268140903909883,activity 505,request for payment number 153137
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.36634054258402,SUPERVISOR,project 147556,task 153138,request for payment 153136,organizational unit 65465,0,2.4268140903909883,activity 505,request for payment number 153137
SYSTEM,Request Payment,17.375805136669083,UNDEFINED,project 147556,task 153138,request for payment 153136,organizational unit 65465,0,2.4268140903909883,activity 505,request for payment number 153137
SYSTEM,Payment Handled,17.38129547973985,UNDEFINED,project 147556,task 153138,request for payment 153136,organizational unit 65465,0,2.4268140903909883,activity 505,request for payment number 153137
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.358285797446065,EMPLOYEE,project 149147,UNKNOWN,request for payment 155932,organizational unit 65463,0,2.9786404686366295,UNKNOWN,request for payment number 155933
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.358286578634594,ADMINISTRATION,project 149147,UNKNOWN,request for payment 155932,organizational unit 65463,0,2.9786404686366295,UNKNOWN,request for payment number 155933
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.36063571459846,SUPERVISOR,project 149147,UNKNOWN,request for payment 155932,organizational unit 65463,0,2.9786404686366295,UNKNOWN,request for payment number 155933
SYSTEM,Request Payment,17.363433866926677,UNDEFINED,project 149147,UNKNOWN,request for payment 155932,organizational unit 65463,0,2.9786404686366295,UNKNOWN,request for payment number 155933
SYSTEM,Payment Handled,17.373941177770917,UNDEFINED,project 149147,UNKNOWN,request for payment 155932,organizational unit 65463,0,2.9786404686366295,UNKNOWN,request for payment number 155933
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.358345021379076,EMPLOYEE,project 147620,task 3808,request for payment 153143,organizational unit 65475,0,3.4948740226839345,activity 505,request for payment number 153144
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.35834759625312,ADMINISTRATION,project 147620,task 3808,request for payment 153143,organizational unit 65475,0,3.4948740226839345,activity 505,request for payment number 153144
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.40757036359905,SUPERVISOR,project 147620,task 3808,request for payment 153143,organizational unit 65475,0,3.4948740226839345,activity 505,request for payment number 153144
SYSTEM,Request Payment,17.409769834167818,UNDEFINED,project 147620,task 3808,request for payment 153143,organizational unit 65475,0,3.4948740226839345,activity 505,request for payment number 153144
SYSTEM,Payment Handled,17.414925319077422,UNDEFINED,project 147620,task 3808,request for payment 153143,organizational unit 65475,0,3.4948740226839345,activity 505,request for payment number 153144
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.358441213013485,EMPLOYEE,project 147843,task 159772,request for payment 159770,organizational unit 65461,0,3.184306149927888,activity 505,request for payment number 159771
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.35844294871739,ADMINISTRATION,project 147843,task 159772,request for payment 159770,organizational unit 65461,0,3.184306149927888,activity 505,request for payment number 159771
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,17.361369597895308,BUDGET OWNER,project 147843,task 159772,request for payment 159770,organizational unit 65461,0,3.184306149927888,activity 505,request for payment number 159771
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.377598001572782,SUPERVISOR,project 147843,task 159772,request for payment 159770,organizational unit 65461,0,3.184306149927888,activity 505,request for payment number 159771
SYSTEM,Request Payment,17.380978695446718,UNDEFINED,project 147843,task 159772,request for payment 159770,organizational unit 65461,0,3.184306149927888,activity 505,request for payment number 159771
SYSTEM,Payment Handled,17.39102109796204,UNDEFINED,project 147843,task 159772,request for payment 159770,organizational unit 65461,0,3.184306149927888,activity 505,request for payment number 159771
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.358472860208018,EMPLOYEE,project 147556,task 153150,request for payment 153148,organizational unit 65468,0,5.415775329477419,activity 505,request for payment number 153149
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.358473091628056,ADMINISTRATION,project 147556,task 153150,request for payment 153148,organizational unit 65468,0,5.415775329477419,activity 505,request for payment number 153149
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.361350791538793,SUPERVISOR,project 147556,task 153150,request for payment 153148,organizational unit 65468,0,5.415775329477419,activity 505,request for payment number 153149
SYSTEM,Request Payment,17.375515985638405,UNDEFINED,project 147556,task 153150,request for payment 153148,organizational unit 65468,0,5.415775329477419,activity 505,request for payment number 153149
SYSTEM,Payment Handled,17.38129547973985,UNDEFINED,project 147556,task 153150,request for payment 153148,organizational unit 65468,0,5.415775329477419,activity 505,request for payment number 153149
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.358588390001195,EMPLOYEE,project 150360,task 726,request for payment 159230,organizational unit 65461,0,4.594473991104801,UNKNOWN,request for payment number 159231
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.35858951804304,ADMINISTRATION,project 150360,task 726,request for payment 159230,organizational unit 65461,0,4.594473991104801,UNKNOWN,request for payment number 159231
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,17.361367001946892,BUDGET OWNER,project 150360,task 726,request for payment 159230,organizational unit 65461,0,4.594473991104801,UNKNOWN,request for payment number 159231
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.365025611922672,SUPERVISOR,project 150360,task 726,request for payment 159230,organizational unit 65461,0,4.594473991104801,UNKNOWN,request for payment number 159231
SYSTEM,Request Payment,17.375589468462678,UNDEFINED,project 150360,task 726,request for payment 159230,organizational unit 65461,0,4.594473991104801,UNKNOWN,request for payment number 159231
SYSTEM,Payment Handled,17.38129547973985,UNDEFINED,project 150360,task 726,request for payment 159230,organizational unit 65461,0,4.594473991104801,UNKNOWN,request for payment number 159231
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.35859183197105,EMPLOYEE,project 147546,UNKNOWN,request for payment 155937,organizational unit 65458,0,3.5725434804767855,UNKNOWN,request for payment number 155938
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.358592034439496,ADMINISTRATION,project 147546,UNKNOWN,request for payment 155937,organizational unit 65458,0,3.5725434804767855,UNKNOWN,request for payment number 155938
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,17.361260533412175,BUDGET OWNER,project 147546,UNKNOWN,request for payment 155937,organizational unit 65458,0,3.5725434804767855,UNKNOWN,request for payment number 155938
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.363922218148446,SUPERVISOR,project 147546,UNKNOWN,request for payment 155937,organizational unit 65458,0,3.5725434804767855,UNKNOWN,request for payment number 155938
SYSTEM,Request Payment,17.36886231387529,UNDEFINED,project 147546,UNKNOWN,request for payment 155937,organizational unit 65458,0,3.5725434804767855,UNKNOWN,request for payment number 155938
SYSTEM,Payment Handled,17.38129547973985,UNDEFINED,project 147546,UNKNOWN,request for payment 155937,organizational unit 65458,0,3.5725434804767855,UNKNOWN,request for payment number 155938
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.358768253214535,EMPLOYEE,project 147572,UNKNOWN,request for payment 153467,organizational unit 65465,0,0.3660284945207267,UNKNOWN,request for payment number 153468
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.35878184503538,ADMINISTRATION,project 147572,UNKNOWN,request for payment 153467,organizational unit 65465,0,0.3660284945207267,UNKNOWN,request for payment number 153468
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,17.361281851103072,BUDGET OWNER,project 147572,UNKNOWN,request for payment 153467,organizational unit 65465,0,0.3660284945207267,UNKNOWN,request for payment number 153468
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.377598001572782,SUPERVISOR,project 147572,UNKNOWN,request for payment 153467,organizational unit 65465,0,0.3660284945207267,UNKNOWN,request for payment number 153468
