,org:group,resource country,org:resource,oranization country,org:role,concept:name,impact,product,time:timestamp,lifecycle:transition,case:concept:name
1081,Org line C,Sweden,Jitender,in,E_10,Accepted,Low,PROD802,2012-02-23 13:22:17+00:00,In Progress,1-686945977
1082,Org line C,Sweden,Jitender,in,E_10,Accepted,Low,PROD802,2012-02-23 16:26:55+00:00,Wait,1-686945977
1083,Org line C,Sweden,Jitender,in,E_10,Accepted,Low,PROD802,2012-03-15 12:42:39+00:00,Wait,1-686945977
1084,Org line C,Sweden,Jitender,in,E_10,Completed,Low,PROD802,2012-05-03 10:37:08+00:00,Closed,1-686945977
1085,Org line C,Sweden,Mats,se,V3_2,Accepted,Major,PROD535,2012-02-24 15:06:27+00:00,In Progress,1-687587336
1086,Org line C,Sweden,Mats,se,V3_2,Completed,Major,PROD535,2012-03-29 14:20:18+00:00,Closed,1-687587336
1087,Org line C,Sweden,Christer,se,C_6,Accepted,Major,PROD802,2012-02-26 00:40:53+00:00,In Progress,1-687830906
1088,Org line C,Sweden,Christer,se,C_6,Completed,Major,PROD802,2012-02-26 01:36:37+00:00,Closed,1-687830906
1089,Org line A2,Sweden,Britt,se,A2_1,Queued,Major,PROD834,2012-02-28 09:00:16+00:00,Awaiting Assignment,1-688280019
1090,Org line A2,Sweden,Britt,se,A2_1,Accepted,Major,PROD834,2012-03-05 09:35:59+00:00,In Progress,1-688280019
1091,Org line A2,Sweden,Britt,se,A2_1,Accepted,Major,PROD834,2012-03-05 09:36:52+00:00,Wait,1-688280019
1092,Org line A2,Sweden,Britt,se,A2_1,Accepted,Major,PROD834,2012-03-14 13:31:28+00:00,In Progress,1-688280019
1093,Org line A2,Sweden,Britt,se,A2_1,Completed,Major,PROD834,2012-03-14 13:33:47+00:00,Closed,1-688280019
1094,Org line A2,Sweden,Britt,se,A2_1,Accepted,Medium,PROD350,2012-02-27 07:50:38+00:00,In Progress,1-688380091
1095,Org line A2,Sweden,Britt,se,A2_1,Accepted,Medium,PROD350,2012-04-11 13:02:17+00:00,Wait,1-688380091
1096,Org line A2,Sweden,Britt,se,A2_1,Queued,Medium,PROD350,2012-04-12 06:16:41+00:00,Awaiting Assignment,1-688380091
1097,Org line A2,Sweden,Britt,se,A2_1,Accepted,Medium,PROD350,2012-04-19 08:51:46+00:00,In Progress,1-688380091
1098,Org line A2,Sweden,Britt,se,A2_1,Accepted,Medium,PROD350,2012-04-19 08:54:32+00:00,Wait,1-688380091
1099,Org line A2,Sweden,Britt,se,A2_1,Accepted,Medium,PROD350,2012-04-19 09:10:47+00:00,In Progress,1-688380091
1100,Org line A2,Sweden,Britt,se,A2_1,Accepted,Medium,PROD350,2012-04-19 09:17:17+00:00,Wait,1-688380091
1101,Org line C,Sweden,Peter,se,E_7,Accepted,Major,PROD673,2012-02-27 14:04:57+00:00,In Progress,1-688509388
1102,Org line C,Sweden,Peter,se,E_7,Accepted,Major,PROD673,2012-02-28 09:53:17+00:00,In Progress,1-688509388
1103,Org line C,Sweden,Peter,se,E_7,Completed,Major,PROD673,2012-03-05 07:36:37+00:00,Closed,1-688509388
1104,Org line G4,Sweden,David,se,,Accepted,High,PROD412,2012-02-27 11:08:27+00:00,In Progress,1-688515611
1105,Org line G4,Sweden,David,se,,Accepted,High,PROD412,2012-03-07 08:48:46+00:00,Assigned,1-688515611
1106,Org line G4,Sweden,David,se,,Accepted,High,PROD412,2012-05-17 10:31:41+00:00,In Progress,1-688515611
1107,Org line G4,Sweden,David,se,,Completed,High,PROD412,2012-05-17 10:31:52+00:00,Closed,1-688515611
1108,Org line C,Sweden,Martin,se,C_6,Accepted,High,PROD802,2012-02-27 13:04:10+00:00,In Progress,1-688564824
1109,Org line C,Sweden,Martin,se,C_6,Accepted,High,PROD802,2012-02-27 13:06:32+00:00,In Progress,1-688564824
1110,Org line C,Sweden,Martin,se,C_6,Queued,High,PROD802,2012-02-28 15:36:18+00:00,Awaiting Assignment,1-688564824
1111,Org line C,Sweden,Pascal,se,C_6,Accepted,High,PROD802,2012-02-29 10:24:30+00:00,Assigned,1-688564824
1112,Org line C,Sweden,Pascal,se,C_6,Accepted,High,PROD802,2012-03-22 15:05:34+00:00,In Progress,1-688564824
1113,Org line C,Sweden,Pascal,se,C_6,Completed,High,PROD802,2012-03-30 14:38:43+00:00,Closed,1-688564824
1114,Org line C,Belgium,Peter,be,E_1,Queued,High,PROD821,2012-03-05 15:19:35+00:00,Awaiting Assignment,1-688725917
1115,Org line A2,Sweden,Stefan,se,D_1,Accepted,Medium,PROD607,2012-02-28 09:27:52+00:00,In Progress,1-689160381
1116,Org line A2,Sweden,Stefan,se,D_1,Accepted,Medium,PROD607,2012-03-28 14:02:39+00:00,Wait,1-689160381
1117,Org line A2,Sweden,Stefan,se,D_1,Completed,Medium,PROD607,2012-05-16 11:16:51+00:00,Closed,1-689160381
1118,Org line C,Sweden,Christer,se,C_6,Accepted,High,PROD802,2012-02-28 11:33:31+00:00,In Progress,1-689341321
1119,Org line C,Sweden,Christer,se,C_6,Completed,High,PROD802,2012-05-29 14:53:55+00:00,Closed,1-689341321
1120,Org line B,INDIA,Srinivasan,in,E_10,Queued,Medium,PROD13,2012-02-29 09:05:53+00:00,Awaiting Assignment,1-689469104
1121,Org line C,Sweden,Leif,in,E_10,Queued,Medium,PROD13,2012-02-29 09:11:21+00:00,Awaiting Assignment,1-689469104
1122,Org line B,INDIA,Srinivasan,in,E_10,Queued,Medium,PROD13,2012-03-01 08:32:26+00:00,Awaiting Assignment,1-689469104
1123,Org line B,INDIA,Aneesh V,in,E_10,Accepted,Medium,PROD13,2012-03-01 09:27:48+00:00,In Progress,1-689469104
1124,Org line B,INDIA,Aneesh V,in,E_10,Completed,Medium,PROD13,2012-03-21 18:17:10+00:00,Closed,1-689469104
1125,Org line G4,Sweden,Roland,se,,Accepted,Medium,PROD374,2012-02-28 16:30:43+00:00,In Progress,1-689525975
1126,Org line G4,Sweden,Roland,se,,Accepted,Medium,PROD374,2012-02-28 18:05:04+00:00,Wait,1-689525975
1127,Org line G4,Sweden,Roland,se,,Completed,Medium,PROD374,2012-03-30 10:00:24+00:00,Closed,1-689525975
1128,Org line A2,Sweden,Maria,se,A2_4,Accepted,High,PROD591,2012-02-29 12:16:36+00:00,In Progress,1-690327801
1129,Org line A2,Sweden,Maria,se,A2_4,Completed,High,PROD591,2012-03-01 14:17:13+00:00,Closed,1-690327801
1130,Org line A2,Sweden,Maria,se,A2_4,Accepted,Medium,PROD591,2012-02-29 12:23:42+00:00,In Progress,1-690327837
1131,Org line A2,Sweden,Maria,se,A2_4,Completed,Medium,PROD591,2012-03-02 13:30:31+00:00,Closed,1-690327837
1132,Org line A2,Sweden,Maria,se,A2_4,Accepted,Medium,PROD591,2012-03-02 13:30:34+00:00,In Progress,1-690327837
1133,Org line A2,Sweden,Maria,se,A2_4,Completed,Medium,PROD591,2012-03-02 13:30:40+00:00,Closed,1-690327837
1134,Org line C,Sweden,Christer,se,C_6,Accepted,High,PROD805,2012-02-29 16:26:17+00:00,In Progress,1-690458151
1135,Org line C,Sweden,Christer,se,C_6,Completed,High,PROD805,2012-05-29 14:52:12+00:00,Closed,1-690458151
1136,Org line C,Japan,Ryouhei,jp,E_10,Queued,Medium,PROD804,2012-03-01 09:01:23+00:00,Awaiting Assignment,1-690762471
1137,Org line C,Japan,Ryouhei,jp,E_10,Queued,Medium,PROD804,2012-03-01 09:03:24+00:00,Awaiting Assignment,1-690762471
1138,Org line C,Sweden,John,se,C_6,Accepted,Low,PROD660,2012-03-01 14:10:13+00:00,In Progress,1-690931471
1139,Org line C,Sweden,John,se,C_6,Queued,Low,PROD660,2012-03-02 12:10:31+00:00,Awaiting Assignment,1-690931471
1140,Org line C,Sweden,John,se,C_6,Accepted,Low,PROD660,2012-03-02 13:50:24+00:00,In Progress,1-690931471
1141,Org line C,Sweden,John,se,C_6,Completed,Low,PROD660,2012-03-05 14:26:08+00:00,Closed,1-690931471
1142,Org line G4,Sweden,Bharath,se,,Accepted,High,PROD397,2012-03-01 16:18:31+00:00,In Progress,1-691031201
1143,Org line G4,Sweden,Bharath,se,,Completed,High,PROD397,2012-03-01 16:18:58+00:00,Closed,1-691031201
1144,Org line G4,Sweden,Ing-Marie,se,,Accepted,Major,PROD221,2012-03-01 19:13:08+00:00,In Progress,1-691093464
1145,Org line G4,Sweden,Ing-Marie,se,,Completed,Major,PROD221,2012-03-01 19:32:06+00:00,Closed,1-691093464
1146,Org line G4,Sweden,Ing-Marie,se,,Accepted,Major,PROD221,2012-03-09 16:05:39+00:00,In Progress,1-691093464
1147,Org line G4,Sweden,Ing-Marie,se,,Queued,Major,PROD221,2012-03-09 16:14:47+00:00,Awaiting Assignment,1-691093464
1148,Org line A2,Sweden,Dusan,se,A2_3,Accepted,Major,PROD617,2012-03-01 23:45:27+00:00,In Progress,1-691146566
1149,Org line A2,Sweden,Dusan,se,A2_3,Completed,Major,PROD617,2012-04-26 16:59:04+00:00,Closed,1-691146566
1150,Org line C,USA,Robert,us,E_4,Accepted,High,PROD412,2012-03-02 08:32:14+00:00,In Progress,1-691786096
1151,Org line C,USA,Robert,us,E_4,Queued,High,PROD412,2012-03-02 08:32:44+00:00,Awaiting Assignment,1-691786096
1152,Org line C,Sweden,Jörgen,us,E_4,Accepted,High,PROD412,2012-03-13 11:38:55+00:00,Assigned,1-691786096
1153,Org line C,Sweden,Jörgen,us,E_4,Accepted,High,PROD412,2012-03-13 13:53:26+00:00,Assigned,1-691786096
1154,Org line C,Sweden,Jörgen,us,E_4,Completed,High,PROD412,2012-03-29 15:18:58+00:00,Closed,1-691786096
1155,Org line C,Sweden,Jonas,in,E_8,Accepted,Major,PROD473,2012-03-29 09:21:22+00:00,Assigned,1-691786330
1156,Org line C,Sweden,Jonas,in,E_8,Completed,Major,PROD473,2012-03-30 11:02:03+00:00,Closed,1-691786330
1157,Org line C,Sweden,Jonas,in,E_8,Accepted,High,PROD473,2012-03-02 09:41:45+00:00,In Progress,1-691832225
1158,Org line C,Sweden,Jonas,in,E_8,Completed,High,PROD473,2012-03-28 11:20:47+00:00,Closed,1-691832225
1159,Org line C,Sweden,Jörgen,us,E_4,Accepted,High,PROD348,2012-03-05 16:28:53+00:00,In Progress,1-693357728
1160,Org line C,Sweden,Jörgen,us,E_4,Completed,High,PROD348,2012-03-29 15:12:42+00:00,Closed,1-693357728
1161,Org line C,Sweden,Praveen,in,E_10,Queued,Medium,PROD802,2012-03-12 14:29:46+00:00,Awaiting Assignment,1-693595201
1162,Org line G4,Sweden,David,se,,Accepted,High,PROD412,2012-03-06 14:08:23+00:00,In Progress,1-693895885
1163,Org line G4,Sweden,David,se,,Accepted,High,PROD412,2012-03-07 09:06:13+00:00,Assigned,1-693895885
1164,Org line G4,Sweden,David,se,,Accepted,High,PROD412,2012-04-17 21:30:19+00:00,In Progress,1-693895885
1165,Org line G4,Sweden,David,se,,Completed,High,PROD412,2012-04-17 21:30:21+00:00,Closed,1-693895885
1166,Org line B,INDIA,Ganesh,in,C_6,Accepted,High,PROD802,2012-03-07 08:35:03+00:00,In Progress,1-694222066
1167,Org line B,INDIA,Ganesh,in,C_6,Queued,High,PROD802,2012-03-07 08:43:10+00:00,Awaiting Assignment,1-694222066
1168,Org line B,INDIA,Anandgiri,in,C_6,Accepted,High,PROD802,2012-04-27 11:11:17+00:00,In Progress,1-694222066
1169,Org line C,Sweden,Praveen,in,E_10,Queued,High,PROD802,2012-04-27 11:11:56+00:00,Awaiting Assignment,1-694222066
1170,Org line C,Sweden,Gaurav,in,E_10,Accepted,High,PROD802,2012-05-10 14:47:34+00:00,Assigned,1-694222066
1171,Org line C,Sweden,Gaurav,in,E_10,Accepted,High,PROD802,2012-05-10 16:10:34+00:00,In Progress,1-694222066
1172,Org line C,Sweden,Gaurav,in,E_10,Completed,High,PROD802,2012-05-10 16:11:04+00:00,Closed,1-694222066
1173,Org line C,INDIA,Hineesh,us,E_4,Accepted,Major,PROD793,2012-03-07 14:15:19+00:00,In Progress,1-694385837
1174,Org line C,INDIA,Hineesh,us,E_4,Completed,Major,PROD793,2012-03-09 08:57:30+00:00,Closed,1-694385837
1175,Org line C,INDIA,Hineesh,us,E_4,Accepted,Major,PROD793,2012-03-26 13:48:52+00:00,In Progress,1-694385837
1176,Org line C,INDIA,Hineesh,us,E_4,Completed,Major,PROD793,2012-03-26 13:49:58+00:00,Closed,1-694385837
1177,Org line C,INDIA,Hineesh,us,E_4,Accepted,Major,PROD793,2012-03-28 13:46:45+00:00,In Progress,1-694385837
1178,Org line C,INDIA,Hineesh,us,E_4,Accepted,Major,PROD793,2012-03-28 13:48:55+00:00,In Progress,1-694385837
1179,Org line C,INDIA,Hineesh,us,E_4,Completed,Major,PROD793,2012-03-28 13:48:56+00:00,Closed,1-694385837
1180,Org line C,INDIA,Hineesh,us,E_4,Accepted,Major,PROD793,2012-03-28 14:00:52+00:00,In Progress,1-694385837
1181,Org line C,INDIA,Hineesh,us,E_4,Completed,Major,PROD793,2012-03-28 17:42:57+00:00,Closed,1-694385837
1182,Org line A2,Sweden,Kristina,se,A2_3,Accepted,Medium,PROD231,2012-03-07 14:24:22+00:00,In Progress,1-694420679
1183,Org line A2,Sweden,Kristina,se,A2_3,Completed,Medium,PROD231,2012-04-11 14:36:11+00:00,Closed,1-694420679
1184,Org line G4,Sweden,Roland,se,,Accepted,Medium,PROD374,2012-03-08 10:24:42+00:00,In Progress,1-694794065
1185,Org line G4,Sweden,Roland,se,,Accepted,Medium,PROD374,2012-03-08 10:26:18+00:00,Assigned,1-694794065
1186,Org line G4,Sweden,Roland,se,,Accepted,Medium,PROD374,2012-03-08 12:37:47+00:00,In Progress,1-694794065
1187,Org line G4,Sweden,Roland,se,,Completed,Medium,PROD374,2012-03-22 14:27:32+00:00,Closed,1-694794065
1188,Org line A2,Sweden,Ann-Charlotte,se,A2_3,Accepted,Low,PROD368,2012-03-08 10:58:51+00:00,In Progress,1-694808152
1189,Org line A2,Sweden,Ann-Charlotte,se,A2_3,Completed,Low,PROD368,2012-03-22 15:54:52+00:00,Closed,1-694808152
1190,Org line A2,Sweden,Tomas,cn,A2_2,Queued,Medium,PROD681,2012-03-08 16:17:46+00:00,Awaiting Assignment,1-694899814
1191,Org line A2,Sweden,Tomas,cn,A2_2,Accepted,Medium,PROD681,2012-05-03 09:16:50+00:00,In Progress,1-694899814
1192,Org line A2,Sweden,Tomas,cn,A2_2,Completed,Medium,PROD681,2012-05-03 09:20:09+00:00,Closed,1-694899814
1193,Org line C,Sweden,Rakesh,se,E_10,Accepted,Medium,PROD659,2012-03-09 15:17:58+00:00,In Progress,1-695486321
1194,Org line C,Sweden,Rakesh,se,E_10,Queued,Medium,PROD659,2012-03-09 17:27:40+00:00,Awaiting Assignment,1-695486321
1195,Org line G3,POLAND,Ewa,us,,Accepted,Medium,PROD98,2012-03-12 00:15:03+00:00,In Progress,1-695801720
1196,Org line G3,POLAND,Ewa,us,,Completed,Medium,PROD98,2012-03-12 00:16:23+00:00,Closed,1-695801720
1197,Org line A2,Sweden,Agneta,se,A2_3,Accepted,Major,PROD153,2012-03-12 09:09:09+00:00,In Progress,1-695946177
1198,Org line A2,Sweden,Agneta,se,A2_3,Completed,Major,PROD153,2012-03-13 19:23:55+00:00,Closed,1-695946177
1199,Org line C,Belgium,Steve,se,E_10,Accepted,Medium,PROD646,2012-03-12 12:47:22+00:00,In Progress,1-696057890
1200,Org line C,Belgium,Steve,se,E_10,Completed,Medium,PROD646,2012-04-25 14:06:39+00:00,Closed,1-696057890
1201,Org line C,USA,Robert,us,E_4,Accepted,High,PROD793,2012-03-13 11:04:03+00:00,In Progress,1-696680265
1202,Org line C,USA,Robert,us,E_4,Queued,High,PROD793,2012-03-13 11:05:43+00:00,Awaiting Assignment,1-696680265
1203,Org line C,USA,Robert,us,E_4,Queued,High,PROD793,2012-03-17 10:34:44+00:00,Awaiting Assignment,1-696680265
1204,Org line C,INDIA,Hineesh,us,E_4,Accepted,High,PROD793,2012-03-19 04:43:04+00:00,In Progress,1-696680265
1205,Org line C,INDIA,Hineesh,us,E_4,Accepted,High,PROD793,2012-03-19 04:44:40+00:00,Wait,1-696680265
1206,Org line C,INDIA,Hineesh,us,E_4,Completed,High,PROD793,2012-04-12 14:43:49+00:00,Closed,1-696680265
1207,Org line C,INDIA,Mohsin,in,E_5,Queued,Medium,PROD327,2012-03-14 13:07:01+00:00,Awaiting Assignment,1-696835891
1208,Org line C,INDIA,Mohsin,in,E_5,Accepted,Medium,PROD327,2012-03-14 14:13:40+00:00,In Progress,1-696835891
1209,Org line C,INDIA,Mohsin,in,E_5,Completed,Medium,PROD327,2012-03-14 14:35:14+00:00,Closed,1-696835891
1210,Org line C,Japan,Ryouhei,jp,E_10,Accepted,Major,PROD408,2012-03-13 16:35:26+00:00,In Progress,1-696839978
1211,Org line C,Japan,Ryouhei,jp,E_10,Accepted,Major,PROD408,2012-03-13 16:37:53+00:00,Wait,1-696839978
1212,Org line C,Japan,Ryouhei,jp,E_10,Completed,Major,PROD408,2012-04-10 04:48:53+00:00,Closed,1-696839978
1213,Org line C,INDIA,Hineesh,us,E_4,Accepted,High,PROD793,2012-03-13 19:07:43+00:00,In Progress,1-697041731
1214,Org line C,INDIA,Hineesh,us,E_4,Accepted,High,PROD793,2012-03-13 21:32:35+00:00,Wait,1-697041731
1215,Org line C,INDIA,Hineesh,us,E_4,Completed,High,PROD793,2012-03-13 21:33:09+00:00,Closed,1-697041731
1216,Org line C,INDIA,Hineesh,us,E_4,Accepted,High,PROD793,2012-03-28 13:23:16+00:00,In Progress,1-697041731
1217,Org line C,INDIA,Hineesh,us,E_4,Completed,High,PROD793,2012-03-28 13:40:14+00:00,Closed,1-697041731
1218,Org line G4,Sweden,Samira,se,,Accepted,Medium,PROD448,2012-03-14 11:56:15+00:00,In Progress,1-697366925
1219,Org line G4,Sweden,Samira,se,,Completed,Medium,PROD448,2012-04-23 15:52:14+00:00,Closed,1-697366925
1220,Org line C,Sweden,Praveen,se,E_10,Accepted,High,PROD802,2012-03-14 15:00:26+00:00,In Progress,1-697458590
1221,Org line C,Sweden,Praveen,se,E_10,Queued,High,PROD802,2012-03-14 15:20:07+00:00,Awaiting Assignment,1-697458590
1222,Org line C,Sweden,Rohit,se,E_10,Accepted,High,PROD802,2012-03-14 15:52:11+00:00,Assigned,1-697458590
1223,Org line C,Sweden,Martin,se,C_6,Queued,High,PROD802,2012-03-15 12:43:32+00:00,Awaiting Assignment,1-697458590
1224,Org line C,Sweden,Lennart,se,C_6,Accepted,High,PROD802,2012-03-15 15:41:16+00:00,Assigned,1-697458590
1225,Org line C,Sweden,Lennart,se,C_6,Accepted,High,PROD802,2012-03-16 12:22:28+00:00,In Progress,1-697458590
1226,Org line C,Sweden,Steve,se,C_6,Accepted,High,PROD802,2012-03-16 12:48:25+00:00,Assigned,1-697458590
1227,Org line C,Sweden,Steve,se,C_6,Accepted,High,PROD802,2012-03-16 12:49:45+00:00,Wait,1-697458590
1228,Org line C,Sweden,Steve,se,C_6,Completed,High,PROD802,2012-05-07 14:28:53+00:00,Closed,1-697458590
1229,Org line A2,Sweden,Maria,se,A2_4,Accepted,Medium,PROD591,2012-03-14 16:04:35+00:00,In Progress,1-697578650
1230,Org line A2,Sweden,Maria,se,A2_4,Completed,Medium,PROD591,2012-03-16 10:45:58+00:00,Closed,1-697578650
1231,Org line A2,Sweden,Agneta,se,A2_3,Accepted,High,PROD802,2012-03-15 10:15:22+00:00,In Progress,1-697811404
1232,Org line A2,Sweden,Agneta,se,A2_3,Queued,High,PROD802,2012-03-15 10:34:49+00:00,Awaiting Assignment,1-697811404
1233,Org line C,Sweden,Martin,se,C_6,Accepted,Major,PROD802,2012-03-15 15:13:24+00:00,In Progress,1-698044001
1234,Org line C,Sweden,Martin,se,C_6,Queued,Major,PROD802,2012-03-15 15:17:08+00:00,Awaiting Assignment,1-698044001
1235,Org line C,Sweden,Martin,se,C_6,Accepted,Major,PROD802,2012-03-15 15:51:42+00:00,Assigned,1-698044001
1236,Org line C,Sweden,Martin,se,C_6,Accepted,Major,PROD802,2012-04-10 14:52:27+00:00,In Progress,1-698044001
1237,Org line C,Sweden,Martin,se,C_6,Completed,Major,PROD802,2012-04-10 14:53:04+00:00,Closed,1-698044001
1238,Org line G3,POLAND,Ewa,us,,Accepted,High,PROD98,2012-03-15 17:34:01+00:00,In Progress,1-698077265
1239,Org line G3,POLAND,Ewa,us,,Completed,High,PROD98,2012-03-15 17:37:07+00:00,Closed,1-698077265
1240,Org line C,Sweden,Gitt,se,E_2,Accepted,Medium,PROD327,2012-03-16 09:32:20+00:00,In Progress,1-698216063
1241,Org line C,Sweden,Gitt,se,E_2,Queued,Medium,PROD327,2012-03-16 09:34:29+00:00,Awaiting Assignment,1-698216063
1242,Org line C,INDIA,Mohsin,in,E_5,Accepted,Medium,PROD327,2012-03-16 09:49:14+00:00,In Progress,1-698346154
1243,Org line C,INDIA,Mohsin,in,E_5,Accepted,Medium,PROD327,2012-03-16 09:53:10+00:00,Wait,1-698346154
1244,Org line C,INDIA,Mohsin,in,E_5,Completed,Medium,PROD327,2012-03-16 12:56:17+00:00,Closed,1-698346154
1245,Org line C,USA,Kymaria,us,V3_3,Accepted,Medium,PROD209,2012-03-16 14:27:31+00:00,In Progress,1-698524631
1246,Org line C,USA,Kymaria,us,V3_3,Completed,Medium,PROD209,2012-03-23 18:42:08+00:00,Closed,1-698524631
1247,Org line C,INDIA,Amar,se,C_3,Accepted,Medium,PROD325,2012-03-18 10:12:51+00:00,In Progress,1-698842669
1248,Org line C,INDIA,Amar,se,C_3,Accepted,Medium,PROD325,2012-03-18 10:14:01+00:00,In Progress,1-698842669
1249,Org line C,INDIA,Amar,se,C_3,Completed,Medium,PROD325,2012-03-18 10:14:24+00:00,Closed,1-698842669
1250,Org line C,INDIA,Amar,se,C_3,Accepted,Medium,PROD325,2012-03-18 10:14:54+00:00,In Progress,1-698842669
1251,Org line C,INDIA,Amar,se,C_3,Completed,Medium,PROD325,2012-04-18 13:24:24+00:00,Closed,1-698842669
1252,Org line C,Sweden,Rakesh,se,E_10,Accepted,Medium,PROD631,2012-03-19 09:27:01+00:00,In Progress,1-698998499
1253,Org line C,Sweden,Rakesh,se,E_10,Queued,Medium,PROD631,2012-03-20 11:51:53+00:00,Awaiting Assignment,1-698998499
1254,Org line C,Sweden,Praveen,se,E_10,Queued,Medium,PROD631,2012-03-20 12:17:51+00:00,Awaiting Assignment,1-698998499
1255,Org line C,Sweden,Martin,se,C_6,Queued,Medium,PROD631,2012-03-20 12:24:06+00:00,Awaiting Assignment,1-698998499
1256,Org line C,Sweden,Martin,se,C_6,Accepted,Medium,PROD631,2012-03-20 12:35:50+00:00,In Progress,1-698998499
1257,Org line C,Sweden,Martin,se,C_6,Accepted,Medium,PROD631,2012-03-28 14:52:47+00:00,Wait,1-698998499
1258,Org line C,Sweden,Martin,se,C_6,Completed,Medium,PROD631,2012-04-11 14:05:03+00:00,Closed,1-698998499
1259,Org line C,Sweden,Christer,se,C_6,Accepted,Major,PROD805,2012-03-19 09:22:37+00:00,In Progress,1-699010040
1260,Org line C,Sweden,Christer,se,C_6,Completed,Major,PROD805,2012-05-23 10:55:42+00:00,Closed,1-699010040
1261,Org line C,INDIA,-,in,E_7,Accepted,Medium,PROD473,2012-03-19 11:15:44+00:00,In Progress,1-699103215
1262,Org line C,INDIA,-,in,E_7,Queued,Medium,PROD473,2012-03-19 11:17:15+00:00,Awaiting Assignment,1-699103215
1263,Org line C,INDIA,-,in,E_7,Accepted,Medium,PROD473,2012-03-19 11:38:10+00:00,In Progress,1-699103215
1264,Org line C,INDIA,-,in,E_7,Queued,Medium,PROD473,2012-03-29 13:11:40+00:00,Awaiting Assignment,1-699103215
1265,Org line C,INDIA,-,in,E_7,Accepted,Medium,PROD473,2012-03-30 09:40:45+00:00,In Progress,1-699103215
1266,Org line C,Sweden,Stefan,in,,Queued,Medium,PROD473,2012-04-04 15:15:56+00:00,Awaiting Assignment,1-699103215
1267,Org line C,Sweden,Stefan,in,E_7,Accepted,Medium,PROD473,2012-04-05 17:46:00+00:00,In Progress,1-699103215
1268,Org line C,Sweden,Stefan,in,E_7,Accepted,Medium,PROD473,2012-04-05 17:46:11+00:00,In Progress,1-699103215
1269,Org line C,Sweden,Stefan,in,E_7,Completed,Medium,PROD473,2012-04-05 17:47:48+00:00,Closed,1-699103215
1270,Org line C,INDIA,Mohsin,in,E_5,Queued,Medium,PROD327,2012-03-30 09:55:19+00:00,Awaiting Assignment,1-699661601
1271,Org line C,INDIA,Mohsin,in,E_5,Accepted,Medium,PROD327,2012-04-02 10:11:03+00:00,In Progress,1-699661601
1272,Org line C,INDIA,Mohsin,in,E_5,Completed,Medium,PROD327,2012-04-02 10:12:02+00:00,Closed,1-699661601
1273,Org line C,Sweden,Mikael,se,C_6,Accepted,Major,PROD802,2012-03-21 11:06:24+00:00,In Progress,1-700362905
1274,Org line C,Sweden,Mikael,se,C_6,Completed,Major,PROD802,2012-03-23 17:21:13+00:00,Closed,1-700362905
1275,Org line B,INDIA,Srinivasan,in,E_10,Queued,Medium,PROD424,2012-03-30 12:06:50+00:00,Awaiting Assignment,1-700498223
1276,Org line B,INDIA,Rijin,in,E_10,Accepted,Medium,PROD424,2012-03-30 12:10:35+00:00,In Progress,1-700498223
1277,Org line B,INDIA,Srinivasan,in,E_10,Queued,Medium,PROD424,2012-04-16 17:30:31+00:00,Awaiting Assignment,1-700498223
1278,Org line B,INDIA,Rijin,in,E_10,Accepted,Medium,PROD424,2012-04-16 17:46:31+00:00,In Progress,1-700498223
1279,Org line B,INDIA,Srinivasan,in,E_10,Queued,Medium,PROD424,2012-04-20 09:03:26+00:00,Awaiting Assignment,1-700498223
1280,Org line B,INDIA,Rijin,in,E_10,Accepted,Medium,PROD424,2012-04-20 10:00:46+00:00,In Progress,1-700498223
1281,Org line B,INDIA,Rijin,in,E_10,Accepted,Medium,PROD424,2012-04-20 11:05:03+00:00,Wait,1-700498223
1282,Org line B,INDIA,Rijin,in,E_10,Accepted,Medium,PROD424,2012-04-25 15:38:30+00:00,In Progress,1-700498223
1283,Org line B,INDIA,Rijin,in,E_10,Completed,Medium,PROD424,2012-04-25 15:54:28+00:00,Closed,1-700498223
1284,Org line A2,POLAND,Krzysztof,pl,A2_1,Accepted,Medium,PROD756,2012-03-23 04:02:26+00:00,In Progress,1-701429911
1285,Org line A2,POLAND,Krzysztof,pl,A2_1,Accepted,Medium,PROD756,2012-03-23 04:05:55+00:00,Assigned,1-701429911
1286,Org line A2,POLAND,Krzysztof,pl,A2_1,Accepted,Medium,PROD756,2012-03-26 13:38:36+00:00,In Progress,1-701429911
1287,Org line A2,POLAND,Krzysztof,pl,A2_1,Accepted,Medium,PROD756,2012-03-28 12:23:39+00:00,Wait,1-701429911
1288,Org line A2,POLAND,Krzysztof,pl,A2_1,Completed,Medium,PROD756,2012-04-10 09:50:05+00:00,Closed,1-701429911
1289,Org line C,Sweden,Christer,se,C_6,Accepted,High,PROD802,2012-03-26 09:57:30+00:00,In Progress,1-702304430
1290,Org line C,Sweden,Christer,se,C_6,Completed,High,PROD802,2012-05-09 16:34:19+00:00,Closed,1-702304430
1291,Org line C,Sweden,Vesa,se,C_6,Queued,High,PROD805,2012-03-26 14:37:13+00:00,Awaiting Assignment,1-702482271
1292,Org line C,Sweden,Jonas,se,V3_2,Accepted,Medium,PROD815,2012-03-29 10:02:18+00:00,In Progress,1-703190797
1293,Org line C,INDIA,Vinodhkumar,se,E_5,Queued,Medium,PROD815,2012-03-29 10:02:48+00:00,Awaiting Assignment,1-703190797
